ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
25037,Median T2star in amygdala (right),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25037.fastGWA.gz
25038,Median T2star in accumbens (left),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25038.fastGWA.gz
25039,Median T2star in accumbens (right),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25039.fastGWA.gz
25040,Median BOLD effect (in group-defined mask) for shapes activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25040.fastGWA.gz
25042,Median z-statistic (in group-defined mask) for shapes activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25042.fastGWA.gz
25044,Median BOLD effect (in group-defined mask) for faces activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25044.fastGWA.gz
25046,Median z-statistic (in group-defined mask) for faces activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25046.fastGWA.gz
25048,Median BOLD effect (in group-defined mask) for faces-shapes contrast,Continuous,MLM,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25048.fastGWA.gz
25050,Median z-statistic (in group-defined mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25050.fastGWA.gz
25052,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,MLM,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25052.fastGWA.gz
25054,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25054.fastGWA.gz
25056,Mean FA in middle cerebellar peduncle on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25056.fastGWA.gz
25057,Mean FA in pontine crossing tract on FA skeleton,Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25057.fastGWA.gz
25058,Mean FA in genu of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25058.fastGWA.gz
25059,Mean FA in body of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25059.fastGWA.gz
25060,Mean FA in splenium of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25060.fastGWA.gz
25061,Mean FA in fornix on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25061.fastGWA.gz
25062,Mean FA in corticospinal tract on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25062.fastGWA.gz
25063,Mean FA in corticospinal tract on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25063.fastGWA.gz
25064,Mean FA in medial lemniscus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25064.fastGWA.gz
25065,Mean FA in medial lemniscus on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25065.fastGWA.gz
25066,Mean FA in inferior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25066.fastGWA.gz
25067,Mean FA in inferior cerebellar peduncle on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25067.fastGWA.gz
25068,Mean FA in superior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25068.fastGWA.gz
25069,Mean FA in superior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25069.fastGWA.gz
25070,Mean FA in cerebral peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25070.fastGWA.gz
25071,Mean FA in cerebral peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25071.fastGWA.gz
25072,Mean FA in anterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25072.fastGWA.gz
25073,Mean FA in anterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25073.fastGWA.gz
25074,Mean FA in posterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25074.fastGWA.gz
25075,Mean FA in posterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25075.fastGWA.gz
25076,Mean FA in retrolenticular part of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25076.fastGWA.gz
25077,Mean FA in retrolenticular part of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25077.fastGWA.gz
25078,Mean FA in anterior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25078.fastGWA.gz
25079,Mean FA in anterior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25079.fastGWA.gz
25080,Mean FA in superior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25080.fastGWA.gz
25081,Mean FA in superior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25081.fastGWA.gz
25082,Mean FA in posterior corona radiata on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25082.fastGWA.gz
25083,Mean FA in posterior corona radiata on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25083.fastGWA.gz
25084,Mean FA in posterior thalamic radiation on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25084.fastGWA.gz
25085,Mean FA in posterior thalamic radiation on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25085.fastGWA.gz
25086,Mean FA in sagittal stratum on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25086.fastGWA.gz
25087,Mean FA in sagittal stratum on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25087.fastGWA.gz
25088,Mean FA in external capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25088.fastGWA.gz
25089,Mean FA in external capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25089.fastGWA.gz
25090,Mean FA in cingulum cingulate gyrus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25090.fastGWA.gz
25091,Mean FA in cingulum cingulate gyrus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25091.fastGWA.gz
25092,Mean FA in cingulum hippocampus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25092.fastGWA.gz
25093,Mean FA in cingulum hippocampus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25093.fastGWA.gz
25094,Mean FA in fornix cres+stria terminalis on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25094.fastGWA.gz
25095,Mean FA in fornix cres+stria terminalis on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25095.fastGWA.gz
25096,Mean FA in superior longitudinal fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25096.fastGWA.gz
25097,Mean FA in superior longitudinal fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25097.fastGWA.gz
25098,Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25098.fastGWA.gz
25099,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25099.fastGWA.gz
25100,Mean FA in uncinate fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25100.fastGWA.gz
25101,Mean FA in uncinate fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25101.fastGWA.gz
25102,Mean FA in tapetum on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25102.fastGWA.gz
25103,Mean FA in tapetum on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25103.fastGWA.gz
25104,Mean MD in middle cerebellar peduncle on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25104.fastGWA.gz
25105,Mean MD in pontine crossing tract on FA skeleton,Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25105.fastGWA.gz
25106,Mean MD in genu of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25106.fastGWA.gz
25107,Mean MD in body of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25107.fastGWA.gz
25108,Mean MD in splenium of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25108.fastGWA.gz
25109,Mean MD in fornix on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25109.fastGWA.gz
25110,Mean MD in corticospinal tract on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25110.fastGWA.gz
25111,Mean MD in corticospinal tract on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25111.fastGWA.gz
25112,Mean MD in medial lemniscus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25112.fastGWA.gz
25113,Mean MD in medial lemniscus on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25113.fastGWA.gz
25114,Mean MD in inferior cerebellar peduncle on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25114.fastGWA.gz
25115,Mean MD in inferior cerebellar peduncle on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25115.fastGWA.gz
25116,Mean MD in superior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25116.fastGWA.gz
25117,Mean MD in superior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25117.fastGWA.gz
25118,Mean MD in cerebral peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25118.fastGWA.gz
25119,Mean MD in cerebral peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25119.fastGWA.gz
25120,Mean MD in anterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25120.fastGWA.gz
25121,Mean MD in anterior limb of internal capsule on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25121.fastGWA.gz
25122,Mean MD in posterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25122.fastGWA.gz
25123,Mean MD in posterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25123.fastGWA.gz
25124,Mean MD in retrolenticular part of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25124.fastGWA.gz
25125,Mean MD in retrolenticular part of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25125.fastGWA.gz
25126,Mean MD in anterior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25126.fastGWA.gz
25127,Mean MD in anterior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25127.fastGWA.gz
25128,Mean MD in superior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25128.fastGWA.gz
25129,Mean MD in superior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25129.fastGWA.gz
25130,Mean MD in posterior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25130.fastGWA.gz
25131,Mean MD in posterior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25131.fastGWA.gz
25132,Mean MD in posterior thalamic radiation on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25132.fastGWA.gz
25133,Mean MD in posterior thalamic radiation on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25133.fastGWA.gz
25134,Mean MD in sagittal stratum on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25134.fastGWA.gz
25135,Mean MD in sagittal stratum on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25135.fastGWA.gz
25136,Mean MD in external capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25136.fastGWA.gz
25137,Mean MD in external capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25137.fastGWA.gz
25138,Mean MD in cingulum cingulate gyrus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25138.fastGWA.gz
25139,Mean MD in cingulum cingulate gyrus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25139.fastGWA.gz
25140,Mean MD in cingulum hippocampus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25140.fastGWA.gz
25141,Mean MD in cingulum hippocampus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25141.fastGWA.gz
25142,Mean MD in fornix cres+stria terminalis on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25142.fastGWA.gz
25143,Mean MD in fornix cres+stria terminalis on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25143.fastGWA.gz
25144,Mean MD in superior longitudinal fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25144.fastGWA.gz
25145,Mean MD in superior longitudinal fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25145.fastGWA.gz
25146,Mean MD in superior fronto-occipital fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25146.fastGWA.gz
25147,Mean MD in superior fronto-occipital fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25147.fastGWA.gz
25148,Mean MD in uncinate fasciculus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25148.fastGWA.gz
25149,Mean MD in uncinate fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25149.fastGWA.gz
25150,Mean MD in tapetum on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25150.fastGWA.gz
25151,Mean MD in tapetum on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25151.fastGWA.gz
25152,Mean MO in middle cerebellar peduncle on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25152.fastGWA.gz
25153,Mean MO in pontine crossing tract on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25153.fastGWA.gz
25154,Mean MO in genu of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25154.fastGWA.gz
25155,Mean MO in body of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25155.fastGWA.gz
25156,Mean MO in splenium of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25156.fastGWA.gz
25157,Mean MO in fornix on FA skeleton,Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25157.fastGWA.gz
25158,Mean MO in corticospinal tract on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25158.fastGWA.gz
25159,Mean MO in corticospinal tract on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25159.fastGWA.gz
25160,Mean MO in medial lemniscus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25160.fastGWA.gz
25161,Mean MO in medial lemniscus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25161.fastGWA.gz
25162,Mean MO in inferior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25162.fastGWA.gz
25163,Mean MO in inferior cerebellar peduncle on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25163.fastGWA.gz
25164,Mean MO in superior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25164.fastGWA.gz
25165,Mean MO in superior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25165.fastGWA.gz
25166,Mean MO in cerebral peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25166.fastGWA.gz
25167,Mean MO in cerebral peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25167.fastGWA.gz
25168,Mean MO in anterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25168.fastGWA.gz
25169,Mean MO in anterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25169.fastGWA.gz
25170,Mean MO in posterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25170.fastGWA.gz
25171,Mean MO in posterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25171.fastGWA.gz
25172,Mean MO in retrolenticular part of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25172.fastGWA.gz
25173,Mean MO in retrolenticular part of internal capsule on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25173.fastGWA.gz
25174,Mean MO in anterior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25174.fastGWA.gz
25175,Mean MO in anterior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25175.fastGWA.gz
25176,Mean MO in superior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25176.fastGWA.gz
25177,Mean MO in superior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25177.fastGWA.gz
25178,Mean MO in posterior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25178.fastGWA.gz
25179,Mean MO in posterior corona radiata on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25179.fastGWA.gz
25180,Mean MO in posterior thalamic radiation on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25180.fastGWA.gz
25181,Mean MO in posterior thalamic radiation on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25181.fastGWA.gz
25182,Mean MO in sagittal stratum on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25182.fastGWA.gz
25183,Mean MO in sagittal stratum on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25183.fastGWA.gz
25184,Mean MO in external capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25184.fastGWA.gz
25185,Mean MO in external capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25185.fastGWA.gz
25186,Mean MO in cingulum cingulate gyrus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25186.fastGWA.gz
25187,Mean MO in cingulum cingulate gyrus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25187.fastGWA.gz
25188,Mean MO in cingulum hippocampus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25188.fastGWA.gz
25189,Mean MO in cingulum hippocampus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25189.fastGWA.gz
25190,Mean MO in fornix cres+stria terminalis on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25190.fastGWA.gz
25191,Mean MO in fornix cres+stria terminalis on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25191.fastGWA.gz
25192,Mean MO in superior longitudinal fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25192.fastGWA.gz
25193,Mean MO in superior longitudinal fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25193.fastGWA.gz
25194,Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25194.fastGWA.gz
25195,Mean MO in superior fronto-occipital fasciculus on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25195.fastGWA.gz
25196,Mean MO in uncinate fasciculus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25196.fastGWA.gz
25197,Mean MO in uncinate fasciculus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25197.fastGWA.gz
25198,Mean MO in tapetum on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25198.fastGWA.gz
25199,Mean MO in tapetum on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25199.fastGWA.gz
25200,Mean L1 in middle cerebellar peduncle on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25200.fastGWA.gz
25201,Mean L1 in pontine crossing tract on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25201.fastGWA.gz
25202,Mean L1 in genu of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25202.fastGWA.gz
25203,Mean L1 in body of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25203.fastGWA.gz
25204,Mean L1 in splenium of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25204.fastGWA.gz
25205,Mean L1 in fornix on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25205.fastGWA.gz
25206,Mean L1 in corticospinal tract on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25206.fastGWA.gz
25207,Mean L1 in corticospinal tract on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25207.fastGWA.gz
25208,Mean L1 in medial lemniscus on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25208.fastGWA.gz
25209,Mean L1 in medial lemniscus on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25209.fastGWA.gz
25210,Mean L1 in inferior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25210.fastGWA.gz
25211,Mean L1 in inferior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25211.fastGWA.gz
25212,Mean L1 in superior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25212.fastGWA.gz
25213,Mean L1 in superior cerebellar peduncle on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25213.fastGWA.gz
25214,Mean L1 in cerebral peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25214.fastGWA.gz
25215,Mean L1 in cerebral peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25215.fastGWA.gz
25216,Mean L1 in anterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25216.fastGWA.gz
25217,Mean L1 in anterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25217.fastGWA.gz
