ID,Description,Data_type,Method,N,N_Case,N_Control,Gender_specific,URL
25630,Weighted-mean L3 in tract parahippocampal part of cingulum (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25630.v1.fastGWA.gz
25632,Weighted-mean L3 in tract corticospinal tract (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25632.v1.fastGWA.gz
25634,Weighted-mean L3 in tract forceps minor,Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25634.v1.fastGWA.gz
25635,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25635.v1.fastGWA.gz
25636,Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25636.v1.fastGWA.gz
25637,Weighted-mean L3 in tract inferior longitudinal fasciculus (left),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25637.v1.fastGWA.gz
25638,Weighted-mean L3 in tract inferior longitudinal fasciculus (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25638.v1.fastGWA.gz
25639,Weighted-mean L3 in tract middle cerebellar peduncle,Continuous,LR,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25639.v1.fastGWA.gz
25640,Weighted-mean L3 in tract medial lemniscus (left),Continuous,LR,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25640.v1.fastGWA.gz
25641,Weighted-mean L3 in tract medial lemniscus (right),Continuous,LR,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25641.v1.fastGWA.gz
25643,Weighted-mean L3 in tract posterior thalamic radiation (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25643.v1.fastGWA.gz
25644,Weighted-mean L3 in tract superior longitudinal fasciculus (left),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25644.v1.fastGWA.gz
25645,Weighted-mean L3 in tract superior longitudinal fasciculus (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25645.v1.fastGWA.gz
25646,Weighted-mean L3 in tract superior thalamic radiation (left),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25646.v1.fastGWA.gz
25647,Weighted-mean L3 in tract superior thalamic radiation (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25647.v1.fastGWA.gz
25648,Weighted-mean L3 in tract uncinate fasciculus (left),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25648.v1.fastGWA.gz
25649,Weighted-mean L3 in tract uncinate fasciculus (right),Continuous,MLM,12099,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25649.v1.fastGWA.gz
25653,Weighted-mean ICVF in tract anterior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25653.v1.fastGWA.gz
25654,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25654.v1.fastGWA.gz
25655,Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25655.v1.fastGWA.gz
25656,Weighted-mean ICVF in tract parahippocampal part of cingulum (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25656.v1.fastGWA.gz
25657,Weighted-mean ICVF in tract parahippocampal part of cingulum (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25657.v1.fastGWA.gz
25661,Weighted-mean ICVF in tract forceps minor,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25661.v1.fastGWA.gz
25663,Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25663.v1.fastGWA.gz
25666,Weighted-mean ICVF in tract middle cerebellar peduncle,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25666.v1.fastGWA.gz
25667,Weighted-mean ICVF in tract medial lemniscus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25667.v1.fastGWA.gz
25668,Weighted-mean ICVF in tract medial lemniscus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25668.v1.fastGWA.gz
25670,Weighted-mean ICVF in tract posterior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25670.v1.fastGWA.gz
25677,Weighted-mean OD in tract acoustic radiation (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25677.v1.fastGWA.gz
25678,Weighted-mean OD in tract acoustic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25678.v1.fastGWA.gz
25680,Weighted-mean OD in tract anterior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25680.v1.fastGWA.gz
25681,Weighted-mean OD in tract cingulate gyrus part of cingulum (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25681.v1.fastGWA.gz
25682,Weighted-mean OD in tract cingulate gyrus part of cingulum (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25682.v1.fastGWA.gz
25683,Weighted-mean OD in tract parahippocampal part of cingulum (left),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25683.v1.fastGWA.gz
25684,Weighted-mean OD in tract parahippocampal part of cingulum (right),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25684.v1.fastGWA.gz
25685,Weighted-mean OD in tract corticospinal tract (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25685.v1.fastGWA.gz
25686,Weighted-mean OD in tract corticospinal tract (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25686.v1.fastGWA.gz
25687,Weighted-mean OD in tract forceps major,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25687.v1.fastGWA.gz
25688,Weighted-mean OD in tract forceps minor,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25688.v1.fastGWA.gz
25689,Weighted-mean OD in tract inferior fronto-occipital fasciculus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25689.v1.fastGWA.gz
25690,Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25690.v1.fastGWA.gz
25692,Weighted-mean OD in tract inferior longitudinal fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25692.v1.fastGWA.gz
25693,Weighted-mean OD in tract middle cerebellar peduncle,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25693.v1.fastGWA.gz
25694,Weighted-mean OD in tract medial lemniscus (left),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25694.v1.fastGWA.gz
25695,Weighted-mean OD in tract medial lemniscus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25695.v1.fastGWA.gz
25696,Weighted-mean OD in tract posterior thalamic radiation (left),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25696.v1.fastGWA.gz
25697,Weighted-mean OD in tract posterior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25697.v1.fastGWA.gz
25698,Weighted-mean OD in tract superior longitudinal fasciculus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25698.v1.fastGWA.gz
25699,Weighted-mean OD in tract superior longitudinal fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25699.v1.fastGWA.gz
25700,Weighted-mean OD in tract superior thalamic radiation (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25700.v1.fastGWA.gz
25701,Weighted-mean OD in tract superior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25701.v1.fastGWA.gz
25702,Weighted-mean OD in tract uncinate fasciculus (left),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25702.v1.fastGWA.gz
25703,Weighted-mean OD in tract uncinate fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25703.v1.fastGWA.gz
25704,Weighted-mean ISOVF in tract acoustic radiation (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25704.v1.fastGWA.gz
25705,Weighted-mean ISOVF in tract acoustic radiation (right),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25705.v1.fastGWA.gz
25706,Weighted-mean ISOVF in tract anterior thalamic radiation (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25706.v1.fastGWA.gz
25707,Weighted-mean ISOVF in tract anterior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25707.v1.fastGWA.gz
25708,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25708.v1.fastGWA.gz
25709,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25709.v1.fastGWA.gz
25710,Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25710.v1.fastGWA.gz
25711,Weighted-mean ISOVF in tract parahippocampal part of cingulum (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25711.v1.fastGWA.gz
25712,Weighted-mean ISOVF in tract corticospinal tract (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25712.v1.fastGWA.gz
25713,Weighted-mean ISOVF in tract corticospinal tract (right),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25713.v1.fastGWA.gz
25714,Weighted-mean ISOVF in tract forceps major,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25714.v1.fastGWA.gz
25715,Weighted-mean ISOVF in tract forceps minor,Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25715.v1.fastGWA.gz
25716,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25716.v1.fastGWA.gz
25717,Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25717.v1.fastGWA.gz
25718,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25718.v1.fastGWA.gz
25719,Weighted-mean ISOVF in tract inferior longitudinal fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25719.v1.fastGWA.gz
25720,Weighted-mean ISOVF in tract middle cerebellar peduncle,Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25720.v1.fastGWA.gz
25721,Weighted-mean ISOVF in tract medial lemniscus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25721.v1.fastGWA.gz
25722,Weighted-mean ISOVF in tract medial lemniscus (right),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25722.v1.fastGWA.gz
25723,Weighted-mean ISOVF in tract posterior thalamic radiation (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25723.v1.fastGWA.gz
25724,Weighted-mean ISOVF in tract posterior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25724.v1.fastGWA.gz
25725,Weighted-mean ISOVF in tract superior longitudinal fasciculus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25725.v1.fastGWA.gz
25726,Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25726.v1.fastGWA.gz
25727,Weighted-mean ISOVF in tract superior thalamic radiation (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25727.v1.fastGWA.gz
25728,Weighted-mean ISOVF in tract superior thalamic radiation (right),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25728.v1.fastGWA.gz
25729,Weighted-mean ISOVF in tract uncinate fasciculus (left),Continuous,MLM,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25729.v1.fastGWA.gz
25730,Weighted-mean ISOVF in tract uncinate fasciculus (right),Continuous,LR,12098,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25730.v1.fastGWA.gz
25731,Discrepancy between T1 brain image and standard-space brain template (linearly-aligned),Continuous,MLM,13632,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25731.v1.fastGWA.gz
25732,Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned),Continuous,MLM,13632,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25732.v1.fastGWA.gz
25733,Amount of warping applied to non-linearly align T1 brain image to standard-space,Continuous,MLM,13632,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25733.v1.fastGWA.gz
25734,Inverted signal-to-noise ratio in T1,Continuous,LR,13632,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25734.v1.fastGWA.gz
25735,Inverted contrast-to-noise ratio in T1,Continuous,LR,13632,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25735.v1.fastGWA.gz
25736,Discrepancy between T2 FLAIR brain image and T1 brain image,Continuous,MLM,12610,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25736.v1.fastGWA.gz
25738,Discrepancy between SWI brain image and T1 brain image,Continuous,MLM,11630,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25738.v1.fastGWA.gz
25739,Discrepancy between rfMRI brain image and T1 brain image,Continuous,MLM,12553,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25739.v1.fastGWA.gz
25740,Discrepancy between tfMRI brain image and T1 brain image,Continuous,MLM,11862,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25740.v1.fastGWA.gz
25741,Mean rfMRI head motion, averaged across space and time points,Continuous,LR,12553,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25741.v1.fastGWA.gz
25742,Mean tfMRI head motion, averaged across space and time points,Continuous,MLM,11862,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25742.v1.fastGWA.gz
25743,Inverted temporal signal-to-noise ratio in pre-processed rfMRI,Continuous,LR,12553,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25743.v1.fastGWA.gz
25744,Inverted temporal signal-to-noise ratio in artefact-cleaned pre-processed rfMRI,Continuous,LR,12551,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25744.v1.fastGWA.gz
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,Continuous,MLM,11862,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25745.v1.fastGWA.gz
25761,90th percentile of BOLD effect (in group-defined mask) for shapes activation,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25761.v1.fastGWA.gz
25762,90th percentile of z-statistic (in group-defined mask) for shapes activation,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25762.v1.fastGWA.gz
25763,90th percentile of BOLD effect (in group-defined mask) for faces activation,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25763.v1.fastGWA.gz
25764,90th percentile of z-statistic (in group-defined mask) for faces activation,Continuous,MLM,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25764.v1.fastGWA.gz
25765,90th percentile of BOLD effect (in group-defined mask) for faces-shapes contrast,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25765.v1.fastGWA.gz
25766,90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25766.v1.fastGWA.gz
25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25767.v1.fastGWA.gz
25768,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,LR,11852,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25768.v1.fastGWA.gz
25781,Total volume of white matter hyperintensities (from T1 and T2_FLAIR images),Continuous,MLM,12605,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25781.v1.fastGWA.gz
25782,Volume of grey matter in Frontal Pole (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25782.v1.fastGWA.gz
25783,Volume of grey matter in Frontal Pole (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25783.v1.fastGWA.gz
25786,Volume of grey matter in Superior Frontal Gyrus (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25786.v1.fastGWA.gz
25787,Volume of grey matter in Superior Frontal Gyrus (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25787.v1.fastGWA.gz
25788,Volume of grey matter in Middle Frontal Gyrus (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25788.v1.fastGWA.gz
25789,Volume of grey matter in Middle Frontal Gyrus (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25789.v1.fastGWA.gz
25790,Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25790.v1.fastGWA.gz
25791,Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25791.v1.fastGWA.gz
25792,Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25792.v1.fastGWA.gz
25793,Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25793.v1.fastGWA.gz
25794,Volume of grey matter in Precentral Gyrus (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25794.v1.fastGWA.gz
25795,Volume of grey matter in Precentral Gyrus (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25795.v1.fastGWA.gz
25796,Volume of grey matter in Temporal Pole (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25796.v1.fastGWA.gz
25797,Volume of grey matter in Temporal Pole (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25797.v1.fastGWA.gz
25798,Volume of grey matter in Superior Temporal Gyrus, anterior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25798.v1.fastGWA.gz
25799,Volume of grey matter in Superior Temporal Gyrus, anterior division (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25799.v1.fastGWA.gz
25800,Volume of grey matter in Superior Temporal Gyrus, posterior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25800.v1.fastGWA.gz
25801,Volume of grey matter in Superior Temporal Gyrus, posterior division (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25801.v1.fastGWA.gz
25802,Volume of grey matter in Middle Temporal Gyrus, anterior division (left),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25802.v1.fastGWA.gz
25803,Volume of grey matter in Middle Temporal Gyrus, anterior division (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25803.v1.fastGWA.gz
25804,Volume of grey matter in Middle Temporal Gyrus, posterior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25804.v1.fastGWA.gz
25805,Volume of grey matter in Middle Temporal Gyrus, posterior division (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25805.v1.fastGWA.gz
25806,Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25806.v1.fastGWA.gz
25807,Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25807.v1.fastGWA.gz
25808,Volume of grey matter in Inferior Temporal Gyrus, anterior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25808.v1.fastGWA.gz
25809,Volume of grey matter in Inferior Temporal Gyrus, anterior division (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25809.v1.fastGWA.gz
25810,Volume of grey matter in Inferior Temporal Gyrus, posterior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25810.v1.fastGWA.gz
25811,Volume of grey matter in Inferior Temporal Gyrus, posterior division (right),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25811.v1.fastGWA.gz
25812,Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25812.v1.fastGWA.gz
25813,Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25813.v1.fastGWA.gz
25814,Volume of grey matter in Postcentral Gyrus (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25814.v1.fastGWA.gz
25815,Volume of grey matter in Postcentral Gyrus (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25815.v1.fastGWA.gz
25816,Volume of grey matter in Superior Parietal Lobule (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25816.v1.fastGWA.gz
25817,Volume of grey matter in Superior Parietal Lobule (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25817.v1.fastGWA.gz
25818,Volume of grey matter in Supramarginal Gyrus, anterior division (left),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25818.v1.fastGWA.gz
25819,Volume of grey matter in Supramarginal Gyrus, anterior division (right),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25819.v1.fastGWA.gz
25820,Volume of grey matter in Supramarginal Gyrus, posterior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25820.v1.fastGWA.gz
25821,Volume of grey matter in Supramarginal Gyrus, posterior division (right),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25821.v1.fastGWA.gz
25822,Volume of grey matter in Angular Gyrus (left),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25822.v1.fastGWA.gz
25823,Volume of grey matter in Angular Gyrus (right),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25823.v1.fastGWA.gz
25824,Volume of grey matter in Lateral Occipital Cortex, superior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25824.v1.fastGWA.gz
25825,Volume of grey matter in Lateral Occipital Cortex, superior division (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25825.v1.fastGWA.gz
25826,Volume of grey matter in Lateral Occipital Cortex, inferior division (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25826.v1.fastGWA.gz
25827,Volume of grey matter in Lateral Occipital Cortex, inferior division (right),Continuous,LR,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25827.v1.fastGWA.gz
25828,Volume of grey matter in Intracalcarine Cortex (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25828.v1.fastGWA.gz
25829,Volume of grey matter in Intracalcarine Cortex (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25829.v1.fastGWA.gz
25830,Volume of grey matter in Frontal Medial Cortex (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25830.v1.fastGWA.gz
25831,Volume of grey matter in Frontal Medial Cortex (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25831.v1.fastGWA.gz
25832,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25832.v1.fastGWA.gz
25833,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25833.v1.fastGWA.gz
25834,Volume of grey matter in Subcallosal Cortex (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25834.v1.fastGWA.gz
25835,Volume of grey matter in Subcallosal Cortex (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25835.v1.fastGWA.gz
25836,Volume of grey matter in Paracingulate Gyrus (left),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25836.v1.fastGWA.gz
25837,Volume of grey matter in Paracingulate Gyrus (right),Continuous,MLM,13627,,,,http://data.qld.edu.au/public/Q1031/UKB_impute_v1/25837.v1.fastGWA.gz
