"ID","Description","Data_type","Method","N","Ncase","Gender_specific","URL"
"20246_3","Trail making completion status: PHESANT recoding","Binary","LR",113317,7653,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20246_3.v1.1.fastGWA.gz"
"20247","Total errors traversing numeric path (trail #1)","Ordered_Categorical","LR",24713,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20247.v1.1.fastGWA.gz"
"20248","Total errors traversing alphanumeric path (trail #2)","Ordered_Categorical","LR",40030,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20248.v1.1.fastGWA.gz"
"2030","Guilty feelings","Binary","MLM",444381,127374,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2030.v1.1.fastGWA.gz"
"2040","Risk taking","Binary","MLM",440078,115248,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2040.v1.1.fastGWA.gz"
"20401","Ever addicted to any substance or behaviour","Binary","LR",146106,8803,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20401.v1.1.fastGWA.gz"
"20403","Amount of alcohol drunk on a typical drinking day","Ordered_Categorical","MLM",135337,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20403.v1.1.fastGWA.gz"
"20405_0","Ever had known person concerned about, or recommend reduction of, alcohol consumption: No","Binary","MLM",147545,134738,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20405_0.v1.1.fastGWA.gz"
"20405_1","Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, but not in the last year","Binary","LR",147545,6736,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20405_1.v1.1.fastGWA.gz"
"20405_2","Ever had known person concerned about, or recommend reduction of, alcohol consumption: Yes, during the last year","Binary","MLM",147545,6071,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20405_2.v1.1.fastGWA.gz"
"20406","Ever addicted to alcohol","Binary","LR",8163,3406,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20406.v1.1.fastGWA.gz"
"20407","Frequency of failure to fulfil normal expectations due to drinking alcohol in last year","Ordered_Categorical","LR",81200,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20407.v1.1.fastGWA.gz"
"20408","Frequency of memory loss due to drinking alcohol in last year","Ordered_Categorical","LR",81167,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20408.v1.1.fastGWA.gz"
"20409","Frequency of feeling guilt or remorse after drinking alcohol in last year","Ordered_Categorical","MLM",81140,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20409.v1.1.fastGWA.gz"
"20411_0","Ever been injured or injured someone else through drinking alcohol: No","Binary","LR",147684,141400,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20411_0.v1.1.fastGWA.gz"
"20411_1","Ever been injured or injured someone else through drinking alcohol: Yes, but not in the last year","Binary","LR",147684,5608,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20411_1.v1.1.fastGWA.gz"
"20412","Frequency of needing morning drink of alcohol after heavy drinking session in last year","Ordered_Categorical","LR",81253,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20412.v1.1.fastGWA.gz"
"20413","Frequency of inability to cease drinking in last year","Ordered_Categorical","LR",81094,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20413.v1.1.fastGWA.gz"
"20414","Frequency of drinking alcohol","Ordered_Categorical","MLM",147581,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20414.v1.1.fastGWA.gz"
"20416","Frequency of consuming six or more units of alcohol","Ordered_Categorical","MLM",135610,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20416.v1.1.fastGWA.gz"
"20417","Tense, sore, or aching muscles during worst period of anxiety","Binary","LR",41752,16421,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20417.v1.1.fastGWA.gz"
"20418","Impact on normal roles during worst period of anxiety","Ordered_Categorical","LR",45763,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20418.v1.1.fastGWA.gz"
"20419","Difficulty concentrating during worst period of anxiety","Binary","LR",43725,33078,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20419.v1.1.fastGWA.gz"
"20420","Longest period spent worried or anxious","Continuous","LR",31003,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20420.v1.1.fastGWA.gz"
"20421","Ever felt worried, tense, or anxious for most of a month or longer","Binary","MLM",137972,36774,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20421.v1.1.fastGWA.gz"
"20422","More irritable than usual during worst period of anxiety","Binary","LR",41911,30168,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20422.v1.1.fastGWA.gz"
"20423","Keyed up or on edge during worst period of anxiety","Binary","MLM",43635,34643,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20423.v1.1.fastGWA.gz"
"20425","Ever worried more than most people would in similar situation","Binary","MLM",123823,32152,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20425.v1.1.fastGWA.gz"
"20426","Restless during period of worst anxiety","Binary","LR",42461,25526,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20426.v1.1.fastGWA.gz"
"20427","Frequent trouble falling or staying asleep during worst period of anxiety","Binary","LR",44623,36531,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20427.v1.1.fastGWA.gz"
"20428","Professional informed about anxiety","Binary","LR",45569,27846,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20428.v1.1.fastGWA.gz"
"20429","Easily tired during worst period of anxiety","Binary","MLM",42789,30740,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20429.v1.1.fastGWA.gz"
"20431","Ever addicted to a behaviour or miscellanous","Binary","MLM",8684,2065,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20431.v1.1.fastGWA.gz"
"20433","Age at first episode of depression","Continuous","MLM",76591,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20433.v1.1.fastGWA.gz"
"20434","Age at last episode of depression","Continuous","MLM",74309,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20434.v1.1.fastGWA.gz"
"20435","Difficulty concentrating during worst depression","Binary","MLM",73729,58120,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20435.v1.1.fastGWA.gz"
"20436","Fraction of day affected during worst episode of depression","Ordered_Categorical","MLM",78429,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20436.v1.1.fastGWA.gz"
"20437","Thoughts of death during worst depression","Binary","LR",78703,41009,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20437.v1.1.fastGWA.gz"
"20438","Duration of worst depression","Ordered_Categorical","LR",82326,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20438.v1.1.fastGWA.gz"
"20439","Frequency of depressed days during worst episode of depression","Ordered_Categorical","MLM",81047,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20439.v1.1.fastGWA.gz"
"20440","Impact on normal roles during worst period of depression","Ordered_Categorical","MLM",83451,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20440.v1.1.fastGWA.gz"
"20441","Ever had prolonged loss of interest in normal activities","Binary","MLM",147345,58298,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20441.v1.1.fastGWA.gz"
"20442","Lifetime number of depressed periods","Ordered_Categorical","LR",67401,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20442.v1.1.fastGWA.gz"
"20445","Depression possibly related to childbirth","Binary","LR",48119,6107,"YES","https://ukb-imp.oss-us-west-1.aliyuncs.com/20445.v1.1.fastGWA.gz"
"20446","Ever had prolonged feelings of sadness or depression","Binary","MLM",147396,80825,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20446.v1.1.fastGWA.gz"
"20447","Depression possibly related to stressful or traumatic event","Binary","MLM",83336,60952,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20447.v1.1.fastGWA.gz"
"20448","Professional informed about depression","Binary","MLM",83276,53752,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20448.v1.1.fastGWA.gz"
"20449","Feelings of tiredness during worst episode of depression","Binary","LR",75003,61542,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20449.v1.1.fastGWA.gz"
"20450","Feelings of worthlessness during worst period of depression","Binary","MLM",78000,39787,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20450.v1.1.fastGWA.gz"
"20453","Ever taken cannabis","Ordered_Categorical","MLM",147555,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20453.v1.1.fastGWA.gz"
"20454","Maximum frequency of taking cannabis","Ordered_Categorical","MLM",31369,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20454.v1.1.fastGWA.gz"
"20455","Age when last took cannabis","Continuous","LR",32519,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20455.v1.1.fastGWA.gz"
"20458","General happiness","Ordered_Categorical","MLM",146970,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20458.v1.1.fastGWA.gz"
"20459","General happiness with own health","Ordered_Categorical","MLM",147390,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20459.v1.1.fastGWA.gz"
"20460","Belief that own life is meaningful","Ordered_Categorical","MLM",144300,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20460.v1.1.fastGWA.gz"
"20461","Age when first had unusual or psychotic experience","Continuous","LR",6241,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20461.v1.1.fastGWA.gz"
"20462","Distress caused by unusual or psychotic experiences","Ordered_Categorical","LR",7114,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20462.v1.1.fastGWA.gz"
"20463","Ever heard an un-real voice","Binary","LR",147078,2585,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20463.v1.1.fastGWA.gz"
"20467","Frequency of unusual or psychotic experiences in past year","Ordered_Categorical","LR",7280,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20467.v1.1.fastGWA.gz"
"20471","Ever seen an un-real vision","Binary","MLM",146176,4728,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20471.v1.1.fastGWA.gz"
"20477","Ever talked to a health professional about unusual or psychotic experiences","Binary","MLM",7261,1543,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20477.v1.1.fastGWA.gz"
"20479","Ever thought that life not worth living","Ordered_Categorical","MLM",146780,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20479.v1.1.fastGWA.gz"
"20480","Ever self-harmed","Binary","MLM",147333,6390,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20480.v1.1.fastGWA.gz"
"20481","Self-harmed in past year","Binary","LR",6365,547,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20481.v1.1.fastGWA.gz"
"20482","Number of times self-harmed","Ordered_Categorical","LR",6268,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20482.v1.1.fastGWA.gz"
"20483","Ever attempted suicide","Binary","LR",6183,3288,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20483.v1.1.fastGWA.gz"
"20485","Ever contemplated self-harm","Ordered_Categorical","MLM",147171,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20485.v1.1.fastGWA.gz"
"20486","Contemplated self-harm in past year","Binary","LR",21646,4320,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20486.v1.1.fastGWA.gz"
"20487","Felt hated by family member as a child","Ordered_Categorical","MLM",147367,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20487.v1.1.fastGWA.gz"
"20488","Physically abused by family as a child","Ordered_Categorical","MLM",147456,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20488.v1.1.fastGWA.gz"
"20489","Felt loved as a child","Ordered_Categorical","MLM",147222,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20489.v1.1.fastGWA.gz"
"20490","Sexually molested as a child","Ordered_Categorical","MLM",146107,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20490.v1.1.fastGWA.gz"
"20491","Someone to take to doctor when needed as a child","Ordered_Categorical","MLM",146801,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20491.v1.1.fastGWA.gz"
"20492","Longest period of mania or irritability","Ordered_Categorical","LR",35117,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20492.v1.1.fastGWA.gz"
"20493","Severity of problems due to mania or irritability","Binary","LR",33731,10020,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20493.v1.1.fastGWA.gz"
"20494","Felt irritable or had angry outbursts in past month","Ordered_Categorical","LR",66270,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20494.v1.1.fastGWA.gz"
"20495","Avoided activities or situations because of previous stressful experience in past month","Ordered_Categorical","MLM",147519,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20495.v1.1.fastGWA.gz"
"20496","Felt distant from other people in past month","Ordered_Categorical","LR",66275,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20496.v1.1.fastGWA.gz"
"20497","Repeated disturbing thoughts of stressful experience in past month","Ordered_Categorical","MLM",147555,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20497.v1.1.fastGWA.gz"
"20498","Felt very upset when reminded of stressful experience in past month","Ordered_Categorical","MLM",147539,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20498.v1.1.fastGWA.gz"
"20499","Ever sought or received professional help for mental distress","Binary","MLM",147270,57861,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20499.v1.1.fastGWA.gz"
"2050","Frequency of depressed mood in last 2 weeks","Ordered_Categorical","MLM",436656,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2050.v1.1.fastGWA.gz"
"20500","Ever suffered mental distress preventing usual activities","Binary","MLM",145805,48729,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20500.v1.1.fastGWA.gz"
"20501","Ever had period of mania / excitability","Binary","MLM",144330,6175,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20501.v1.1.fastGWA.gz"
"20502","Ever had period extreme irritability","Binary","MLM",143191,37643,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20502.v1.1.fastGWA.gz"
"20503","Ever addicted to prescription or over-the-counter medication","Binary","LR",8683,1240,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20503.v1.1.fastGWA.gz"
"20505","Recent easy annoyance or irritability","Ordered_Categorical","MLM",147022,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20505.v1.1.fastGWA.gz"
"20506","Recent feelings or nervousness or anxiety","Ordered_Categorical","MLM",147186,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20506.v1.1.fastGWA.gz"
"20507","Recent feelings of inadequacy","Ordered_Categorical","MLM",147048,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20507.v1.1.fastGWA.gz"
"20508","Recent trouble concentrating on things","Ordered_Categorical","MLM",147549,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20508.v1.1.fastGWA.gz"
"20509","Recent inability to stop or control worrying","Ordered_Categorical","MLM",147163,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20509.v1.1.fastGWA.gz"
"20510","Recent feelings of depression","Ordered_Categorical","MLM",147252,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20510.v1.1.fastGWA.gz"
"20511","Recent poor appetite or overeating","Ordered_Categorical","MLM",147560,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20511.v1.1.fastGWA.gz"
"20512","Recent feelings of foreboding","Ordered_Categorical","MLM",147023,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20512.v1.1.fastGWA.gz"
"20513","Recent thoughts of suicide or self-harm","Ordered_Categorical","MLM",146635,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20513.v1.1.fastGWA.gz"
"20514","Recent lack of interest or pleasure in doing things","Ordered_Categorical","MLM",147381,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20514.v1.1.fastGWA.gz"
"20515","Recent trouble relaxing","Ordered_Categorical","MLM",147305,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20515.v1.1.fastGWA.gz"
"20516","Recent restlessness","Ordered_Categorical","MLM",147402,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20516.v1.1.fastGWA.gz"
"20517","Trouble falling or staying asleep, or sleeping too much","Ordered_Categorical","MLM",147459,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20517.v1.1.fastGWA.gz"
"20518","Recent changes in speed/amount of moving or speaking","Ordered_Categorical","LR",147508,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20518.v1.1.fastGWA.gz"
"20519","Recent feelings of tiredness or low energy","Ordered_Categorical","MLM",147461,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20519.v1.1.fastGWA.gz"
"20520","Recent worrying too much about different things","Ordered_Categorical","MLM",147141,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20520.v1.1.fastGWA.gz"
"20521","Belittlement by partner or ex-partner as an adult","Ordered_Categorical","MLM",147346,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20521.v1.1.fastGWA.gz"
"20522","Been in a confiding relationship as an adult","Ordered_Categorical","MLM",143985,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20522.v1.1.fastGWA.gz"
"20523","Physical violence by partner or ex-partner as an adult","Ordered_Categorical","MLM",147353,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20523.v1.1.fastGWA.gz"
"20524","Sexual interference by partner or ex-partner without consent as an adult","Ordered_Categorical","MLM",147333,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20524.v1.1.fastGWA.gz"
"20525","Able to pay rent/mortgage as an adult","Ordered_Categorical","MLM",145557,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20525.v1.1.fastGWA.gz"
"20526","Been in serious accident believed to be life-threatening","Binary","MLM",147582,14315,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20526.v1.1.fastGWA.gz"
"20527","Been involved in combat or exposed to war-zone","Binary","MLM",147616,5104,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20527.v1.1.fastGWA.gz"
"20528","Diagnosed with life-threatening illness","Binary","LR",147185,24038,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20528.v1.1.fastGWA.gz"
"20529","Victim of physically violent crime","Binary","MLM",147485,27818,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20529.v1.1.fastGWA.gz"
"20530","Witnessed sudden violent death","Binary","MLM",147517,19937,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20530.v1.1.fastGWA.gz"
"20531","Victim of sexual assault","Binary","MLM",145977,21795,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20531.v1.1.fastGWA.gz"
"20532","Did your sleep change?","Binary","LR",71686,57215,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20532.v1.1.fastGWA.gz"
"20533","Trouble falling asleep","Binary","LR",57215,43474,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20533.v1.1.fastGWA.gz"
"20534","Sleeping too much","Binary","MLM",57215,11833,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20534.v1.1.fastGWA.gz"
"20535","Waking too early","Binary","LR",57215,43398,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20535.v1.1.fastGWA.gz"
"20536_0","Weight change during worst episode of depression: Stayed about the same or was on a diet","Binary","LR",71085,28708,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20536_0.v1.1.fastGWA.gz"
"20536_1","Weight change during worst episode of depression: Gained weight","Binary","LR",71085,12349,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20536_1.v1.1.fastGWA.gz"
"20536_2","Weight change during worst episode of depression: Lost weight","Binary","LR",71085,25498,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20536_2.v1.1.fastGWA.gz"
"20536_3","Weight change during worst episode of depression: Both gained and lost some weight during the episode","Binary","LR",71085,4530,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20536_3.v1.1.fastGWA.gz"
"20537","Frequency of difficulty controlling worry during worst period of anxiety","Ordered_Categorical","LR",45318,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20537.v1.1.fastGWA.gz"
"20538","Worried most days during period of worst anxiety","Binary","MLM",44164,38994,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20538.v1.1.fastGWA.gz"
"20539","Frequency of inability to stop worrying during worst period of anxiety","Ordered_Categorical","LR",45445,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20539.v1.1.fastGWA.gz"
"20540","Multiple worries during worst period of anxiety","Binary","LR",43940,33257,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20540.v1.1.fastGWA.gz"
"20541","Difficulty stopping worrying during worst period of anxiety","Binary","LR",44538,41931,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20541.v1.1.fastGWA.gz"
"20542","Stronger worrying (than other people) during period of worst anxiety","Binary","LR",31492,25942,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20542.v1.1.fastGWA.gz"
"20543","Number of things worried about during worst period of anxiety","Binary","MLM",44548,25093,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20543.v1.1.fastGWA.gz"
"20546_1","Substances taken for depression: Unprescribed medication (more than once)","Binary","LR",147396,5170,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20546_1.v1.1.fastGWA.gz"
"20546_3","Substances taken for depression: Medication prescribed to you (for at least two weeks)","Binary","MLM",147396,35503,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20546_3.v1.1.fastGWA.gz"
"20546_4","Substances taken for depression: Drugs or alcohol (more than once)","Binary","LR",147396,10704,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20546_4.v1.1.fastGWA.gz"
"20547_1","Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT","Binary","MLM",147396,32700,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20547_1.v1.1.fastGWA.gz"
"20547_3","Activities undertaken to treat depression: Other therapeutic activities such as mindfulness, yoga or art classes","Binary","MLM",147396,11705,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20547_3.v1.1.fastGWA.gz"
"20548_1","Manifestations of mania or irritability: I was more talkative than usual","Binary","LR",143191,6963,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_1.v1.1.fastGWA.gz"
"20548_2","Manifestations of mania or irritability: I was more restless than usual","Binary","MLM",143191,16257,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_2.v1.1.fastGWA.gz"
"20548_3","Manifestations of mania or irritability: My thoughts were racing","Binary","MLM",143191,13405,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_3.v1.1.fastGWA.gz"
"20548_5","Manifestations of mania or irritability: I needed less sleep than usual","Binary","MLM",143191,4878,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_5.v1.1.fastGWA.gz"
"20548_6","Manifestations of mania or irritability: I was more creative or had more ideas than usual","Binary","MLM",143191,3960,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_6.v1.1.fastGWA.gz"
"20548_7","Manifestations of mania or irritability: I was easily distracted","Binary","MLM",143191,11685,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_7.v1.1.fastGWA.gz"
"20548_8","Manifestations of mania or irritability: I was more confident than usual","Binary","LR",143191,4196,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_8.v1.1.fastGWA.gz"
"20548_9","Manifestations of mania or irritability: I was more active than usual","Binary","MLM",143191,7286,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20548_9.v1.1.fastGWA.gz"
"20549_1","Substances taken for anxiety: Unprescribed medication (more than once)","Binary","LR",123823,3233,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20549_1.v1.1.fastGWA.gz"
"20549_3","Substances taken for anxiety: Medication prescribed to you (for at least two weeks)","Binary","MLM",123823,16139,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20549_3.v1.1.fastGWA.gz"
"20549_4","Substances taken for anxiety: Drugs or alcohol (more than once)","Binary","MLM",123823,6726,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20549_4.v1.1.fastGWA.gz"
"20550_1","Activities undertaken to treat anxiety: Talking therapies, such as psychotherapy, counselling, group therapy or CBT","Binary","MLM",123823,16124,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20550_1.v1.1.fastGWA.gz"
"20550_3","Activities undertaken to treat anxiety: Other therapeutic activities such as mindfulness, yoga or art classes","Binary","MLM",123823,7213,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20550_3.v1.1.fastGWA.gz"
"20552_2","Behavioural and miscellaneous addictions: A behaviour","Binary","LR",146106,1535,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20552_2.v1.1.fastGWA.gz"
"20553_4","Methods of self-harm used: Ingesting a medication in excess of the normal dose","Binary","MLM",147333,3671,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20553_4.v1.1.fastGWA.gz"
"20553_5","Methods of self-harm used: Self-injury such as self-cutting, scratching or hitting, etc.","Binary","MLM",147333,3175,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20553_5.v1.1.fastGWA.gz"
"20554_1","Actions taken following self-harm: See anyone from psychiatric or mental health services, including liaison services","Binary","MLM",147333,2102,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20554_1.v1.1.fastGWA.gz"
"20554_3","Actions taken following self-harm: Need hospital treatment (eg A&E)","Binary","MLM",147333,2646,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20554_3.v1.1.fastGWA.gz"
"20554_5","Actions taken following self-harm: See own GP","Binary","LR",147333,1537,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20554_5.v1.1.fastGWA.gz"
"20554_6","Actions taken following self-harm: Receive help from friends / family / neighbours","Binary","LR",147333,1826,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/20554_6.v1.1.fastGWA.gz"
"2060","Frequency of unenthusiasm / disinterest in last 2 weeks","Ordered_Categorical","MLM",441179,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2060.v1.1.fastGWA.gz"
"2070","Frequency of tenseness / restlessness in last 2 weeks","Ordered_Categorical","MLM",439044,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2070.v1.1.fastGWA.gz"
"2080","Frequency of tiredness / lethargy in last 2 weeks","Ordered_Categorical","MLM",442694,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2080.v1.1.fastGWA.gz"
"2090","Seen doctor (GP) for nerves, anxiety, tension or depression","Binary","MLM",453063,156442,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2090.v1.1.fastGWA.gz"
"2100","Seen a psychiatrist for nerves, anxiety, tension or depression","Binary","MLM",454181,52417,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2100.v1.1.fastGWA.gz"
"21001","Body mass index (BMI)","Continuous","MLM",454841,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/21001.v1.1.fastGWA.gz"
"21002","Weight","Continuous","MLM",455010,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/21002.v1.1.fastGWA.gz"
"21021","Pulse wave Arterial Stiffness index","Continuous","MLM",148611,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/21021.v1.1.fastGWA.gz"
"2110","Able to confide","Ordered_Categorical","MLM",442710,NA,"","https://ukb-imp.oss-us-west-1.aliyuncs.com/2110.v1.1.fastGWA.gz"
